request_id,runtime_request_id,npu_id,sequence,original_sequence,total_tokens_k,total_tokens,nql,hit_tokens,arrival_ms,per_layer_compute_ms,per_layer_read_GiB,per_layer_SSU0_read_GiB,per_layer_SSU1_read_GiB,per_layer_SSU2_read_GiB
422,422,21,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01275634765625,0.0122528076171875,0.0125885009765625
423,423,21,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0125885009765625,0.0147705078125,0.0102386474609375
424,424,21,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0290374755859375,0.0281982421875,0.0260162353515625
425,425,21,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0233306884765625,0.0320587158203125,0.027862548828125
426,426,21,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0270233154296875,0.02618408203125,0.0273590087890625
427,427,21,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.029876708984375,0.0250091552734375,0.0256805419921875
428,428,21,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0310516357421875,0.0374298095703125,0.0362548828125
429,429,21,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.034912109375,0.037933349609375,0.031890869140625
430,430,21,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0308837890625,0.0320587158203125,0.0391082763671875
431,431,21,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.034912109375,0.03155517578125,0.03558349609375
432,432,21,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.059417724609375,0.05572509765625
433,433,21,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.052703857421875,0.06378173828125,0.052703857421875
434,434,21,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.055389404296875,0.054718017578125,0.056396484375
435,435,21,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.050018310546875,0.058074951171875,0.05841064453125
436,436,21,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0669708251953125,0.0699920654296875,0.0751953125
437,437,21,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06915283203125,0.0750274658203125,0.0679779052734375
438,438,21,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0652923583984375,0.069488525390625,0.0746917724609375
439,439,21,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.067474365234375,0.0673065185546875,0.0746917724609375
440,440,22,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013092041015625,0.013763427734375,0.013427734375
441,441,22,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0135955810546875,0.0125885009765625,0.01409912109375
442,442,22,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0122528076171875,0.0119171142578125,0.013427734375
443,443,22,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011749267578125,0.011749267578125,0.01409912109375
444,444,22,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0256805419921875,0.0280303955078125,0.029541015625
445,445,22,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.026519775390625,0.029876708984375,0.02685546875
446,446,22,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0256805419921875,0.0276947021484375,0.027191162109375
447,447,22,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0255126953125,0.02685546875,0.0281982421875
448,448,22,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0327301025390625,0.0347442626953125,0.037261962890625
449,449,22,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0322265625,0.03692626953125,0.03558349609375
450,450,22,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03155517578125,0.033233642578125,0.037261962890625
451,451,22,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0317230224609375,0.03759765625,0.0327301025390625
452,452,22,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.052703857421875,0.0577392578125,0.058746337890625
453,453,22,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0496826171875,0.0622711181640625,0.0572357177734375
454,454,22,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0528717041015625,0.056060791015625,0.0575714111328125
455,455,22,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.05438232421875,0.057403564453125,0.054718017578125
456,456,22,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0662994384765625,0.0750274658203125,0.070831298828125
457,457,22,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0646209716796875,0.0730133056640625,0.07452392578125
458,458,22,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.064788818359375,0.0709991455078125,0.0736846923828125
459,459,22,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.066802978515625,0.0679779052734375,0.0746917724609375
460,460,23,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013427734375,0.0115814208984375,0.0152740478515625
461,461,23,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013092041015625,0.015777587890625,0.01141357421875
462,462,23,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.012420654296875,0.0120849609375,0.013092041015625
463,463,23,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011077880859375,0.0142669677734375,0.0122528076171875
464,464,23,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02886962890625,0.027862548828125,0.026519775390625
465,465,23,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0256805419921875,0.0273590087890625,0.03021240234375
466,466,23,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0283660888671875,0.0260162353515625,0.02618408203125
467,467,23,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0250091552734375,0.028533935546875,0.0270233154296875
468,468,23,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.036590576171875,0.0337371826171875,0.0344085693359375
469,469,23,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0354156494140625,0.0340728759765625,0.035247802734375
470,470,23,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03155517578125,0.034912109375,0.03558349609375
471,471,23,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03155517578125,0.0374298095703125,0.0330657958984375
472,472,23,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0532073974609375,0.060089111328125,0.0558929443359375
473,473,23,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05438232421875,0.05908203125,0.05572509765625
474,474,23,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.055389404296875,0.0575714111328125,0.0535430908203125
475,475,23,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0542144775390625,0.0532073974609375,0.05908203125
476,476,23,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0652923583984375,0.0807342529296875,0.066131591796875
477,477,23,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0649566650390625,0.0756988525390625,0.071502685546875
478,478,23,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06512451171875,0.07183837890625,0.072509765625
479,479,23,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0646209716796875,0.0716705322265625,0.07318115234375
480,480,24,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.014434814453125,0.013427734375
481,481,24,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0120849609375,0.0139312744140625,0.0142669677734375
482,482,24,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.012420654296875,0.01409912109375,0.011077880859375
483,483,24,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01409912109375,0.0135955810546875,0.0099029541015625
484,484,24,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0246734619140625,0.027862548828125,0.0307159423828125
485,485,24,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02685546875,0.0253448486328125,0.0310516357421875
486,486,24,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0240020751953125,0.029876708984375,0.0266876220703125
487,487,24,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0253448486328125,0.029541015625,0.0256805419921875
488,488,24,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.031890869140625,0.0377655029296875,0.0350799560546875
489,489,24,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0347442626953125,0.03692626953125,0.0330657958984375
490,490,24,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0310516357421875,0.035247802734375,0.0357513427734375
491,491,24,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.031890869140625,0.0364227294921875,0.0337371826171875
492,492,24,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0548858642578125,0.0569000244140625,0.057403564453125
493,493,24,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05572509765625,0.0569000244140625,0.0565643310546875
494,494,24,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0518646240234375,0.0619354248046875,0.052703857421875
495,495,24,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.050689697265625,0.059417724609375,0.056396484375
496,496,24,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06781005859375,0.0783843994140625,0.0659637451171875
497,497,24,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.064788818359375,0.077880859375,0.069488525390625
498,498,24,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0673065185546875,0.072509765625,0.0696563720703125
499,499,24,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0632781982421875,0.07989501953125,0.0662994384765625
500,500,25,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013092041015625,0.01544189453125,0.011749267578125
501,501,25,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.0135955810546875,0.0142669677734375
502,502,25,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.0142669677734375,0.0112457275390625
503,503,25,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0105743408203125,0.012420654296875,0.0146026611328125
504,504,25,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02484130859375,0.029205322265625,0.029205322265625
505,505,25,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.028533935546875,0.027191162109375,0.02752685546875
506,506,25,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0233306884765625,0.0322265625,0.0250091552734375
507,507,25,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.025177001953125,0.02886962890625,0.026519775390625
508,508,25,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.032562255859375,0.034576416015625,0.03759765625
509,509,25,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0317230224609375,0.0362548828125,0.0367584228515625
510,510,25,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03289794921875,0.0337371826171875,0.0354156494140625
511,511,25,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03289794921875,0.03558349609375,0.0335693359375
512,512,25,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05169677734375,0.0604248046875,0.05706787109375
513,513,25,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.056396484375,0.0535430908203125,0.0592498779296875
514,514,25,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0511932373046875,0.0589141845703125,0.056396484375
515,515,25,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.04901123046875,0.062103271484375,0.055389404296875
516,516,25,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.064453125,0.074188232421875,0.073516845703125
517,517,25,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06378173828125,0.0746917724609375,0.0736846923828125
518,518,25,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0619354248046875,0.07452392578125,0.0730133056640625
519,519,25,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.064788818359375,0.0736846923828125,0.0709991455078125
520,520,26,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0129241943359375,0.01275634765625,0.0146026611328125
521,521,26,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0115814208984375,0.0135955810546875,0.015106201171875
522,522,26,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.009735107421875,0.0146026611328125,0.0132598876953125
523,523,26,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0122528076171875,0.015106201171875,0.0102386474609375
524,524,26,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.026519775390625,0.029205322265625,0.02752685546875
525,525,26,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.026519775390625,0.02752685546875,0.029205322265625
526,526,26,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.023162841796875,0.0280303955078125,0.0293731689453125
527,527,26,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0246734619140625,0.02886962890625,0.0270233154296875
528,528,26,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0340728759765625,0.0357513427734375,0.034912109375
529,529,26,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0334014892578125,0.03692626953125,0.0344085693359375
530,530,26,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.035247802734375,0.0350799560546875,0.0317230224609375
531,531,26,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0335693359375,0.0344085693359375,0.0340728759765625
532,532,26,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.04498291015625,0.0631103515625,0.06109619140625
533,533,26,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05706787109375,0.05841064453125,0.0537109375
534,534,26,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0508575439453125,0.060760498046875,0.0548858642578125
535,535,26,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0495147705078125,0.056060791015625,0.0609283447265625
536,536,26,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0669708251953125,0.070159912109375,0.0750274658203125
537,537,26,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0615997314453125,0.0756988525390625,0.074859619140625
538,538,26,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.067474365234375,0.0733489990234375,0.0686492919921875
539,539,26,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0686492919921875,0.0713348388671875,0.069488525390625
540,540,27,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0139312744140625,0.01275634765625,0.0135955810546875
541,541,27,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.014434814453125,0.013763427734375,0.0120849609375
542,542,27,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.013427734375,0.0135955810546875,0.0105743408203125
543,543,27,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0095672607421875,0.0139312744140625,0.01409912109375
544,544,27,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02618408203125,0.0256805419921875,0.0313873291015625
545,545,27,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02685546875,0.027862548828125,0.028533935546875
546,546,27,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0233306884765625,0.03155517578125,0.0256805419921875
547,547,27,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0246734619140625,0.0281982421875,0.0276947021484375
548,548,27,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.035919189453125,0.0357513427734375,0.0330657958984375
549,549,27,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0313873291015625,0.03692626953125,0.0364227294921875
550,550,27,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0323944091796875,0.040618896484375,0.0290374755859375
551,551,27,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.031219482421875,0.037261962890625,0.0335693359375
552,552,27,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0535430908203125,0.060089111328125,0.0555572509765625
553,553,27,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0515289306640625,0.0602569580078125,0.057403564453125
554,554,27,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.04901123046875,0.0589141845703125,0.0585784912109375
555,555,27,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0485076904296875,0.05841064453125,0.0595855712890625
556,556,27,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.07183837890625,0.0713348388671875,0.0689849853515625
557,557,27,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0676422119140625,0.074859619140625,0.0696563720703125
558,558,27,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0649566650390625,0.0738525390625,0.0706634521484375
559,559,27,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0657958984375,0.0720062255859375,0.0716705322265625
560,560,28,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.01409912109375,0.013763427734375
561,561,28,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01409912109375,0.0132598876953125,0.0129241943359375
562,562,28,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.009735107421875,0.0119171142578125,0.0159454345703125
563,563,28,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.009735107421875,0.0147705078125,0.013092041015625
564,564,28,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0250091552734375,0.0266876220703125,0.03155517578125
565,565,28,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0270233154296875,0.02886962890625,0.0273590087890625
566,566,28,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.026519775390625,0.0273590087890625,0.0266876220703125
567,567,28,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0270233154296875,0.0290374755859375,0.024505615234375
568,568,28,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.035247802734375,0.0340728759765625,0.0354156494140625
569,569,28,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.030548095703125,0.03826904296875,0.035919189453125
570,570,28,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.033905029296875,0.0340728759765625,0.0340728759765625
571,571,28,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.028533935546875,0.0374298095703125,0.0360870361328125
572,572,28,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0518646240234375,0.06109619140625,0.0562286376953125
573,573,28,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0575714111328125,0.0522003173828125,0.059417724609375
574,574,28,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0515289306640625,0.058746337890625,0.0562286376953125
575,575,28,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.056732177734375,0.054046630859375,0.05572509765625
576,576,28,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0659637451171875,0.07452392578125,0.0716705322265625
577,577,28,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0696563720703125,0.0740203857421875,0.0684814453125
578,578,28,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.065460205078125,0.06915283203125,0.074859619140625
579,579,28,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.066802978515625,0.0689849853515625,0.0736846923828125
580,580,29,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0132598876953125,0.0156097412109375,0.01141357421875
581,581,29,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01275634765625,0.0139312744140625,0.0135955810546875
582,582,29,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0125885009765625,0.0135955810546875,0.01141357421875
583,583,29,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.013092041015625,0.012420654296875
584,584,29,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0280303955078125,0.025848388671875,0.0293731689453125
585,585,29,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.027191162109375,0.025848388671875,0.03021240234375
586,586,29,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0233306884765625,0.027191162109375,0.0300445556640625
587,587,29,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0240020751953125,0.031219482421875,0.0253448486328125
588,588,29,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0370941162109375,0.035919189453125,0.0317230224609375
589,589,29,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0354156494140625,0.0357513427734375,0.0335693359375
590,590,29,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.029876708984375,0.0344085693359375,0.0377655029296875
591,591,29,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03424072265625,0.0347442626953125,0.0330657958984375
592,592,29,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.0595855712890625,0.0555572509765625
593,593,29,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0542144775390625,0.054046630859375,0.0609283447265625
594,594,29,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.051025390625,0.05706787109375,0.05841064453125
595,595,29,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.055389404296875,0.055389404296875,0.05572509765625
596,596,29,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0709991455078125,0.0703277587890625,0.070831298828125
597,597,29,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.064788818359375,0.073516845703125,0.0738525390625
598,598,29,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.066802978515625,0.073516845703125,0.06915283203125
599,599,29,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0689849853515625,0.0699920654296875,0.07049560546875
600,600,30,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0135955810546875,0.012420654296875,0.0142669677734375
601,601,30,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.0166168212890625,0.0112457275390625
602,602,30,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01141357421875,0.0129241943359375,0.0132598876953125
603,603,30,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.0109100341796875,0.0146026611328125
604,604,30,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0273590087890625,0.0283660888671875,0.02752685546875
605,605,30,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0290374755859375,0.028533935546875,0.0256805419921875
606,606,30,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02484130859375,0.02685546875,0.02886962890625
607,607,30,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02685546875,0.026519775390625,0.027191162109375
608,608,30,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0320587158203125,0.0381011962890625,0.034576416015625
609,609,30,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03289794921875,0.03961181640625,0.0322265625
610,610,30,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0344085693359375,0.03289794921875,0.0347442626953125
611,611,30,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0334014892578125,0.0354156494140625,0.033233642578125
612,612,30,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0548858642578125,0.0548858642578125,0.059417724609375
613,613,30,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0579071044921875,0.0548858642578125,0.056396484375
614,614,30,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0538787841796875,0.0555572509765625,0.05706787109375
615,615,30,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0545501708984375,0.061767578125,0.0501861572265625
616,616,30,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0699920654296875,0.0730133056640625,0.06915283203125
617,617,30,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0629425048828125,0.076873779296875,0.0723419189453125
618,618,30,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06243896484375,0.073516845703125,0.073516845703125
619,619,30,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.065460205078125,0.074188232421875,0.06982421875
620,620,31,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.011077880859375,0.0172882080078125,0.0119171142578125
621,621,31,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0135955810546875,0.0129241943359375,0.013763427734375
622,622,31,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0105743408203125,0.012420654296875,0.0146026611328125
623,623,31,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01007080078125,0.0132598876953125,0.0142669677734375
624,624,31,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0280303955078125,0.0283660888671875,0.02685546875
625,625,31,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0256805419921875,0.0263519287109375,0.031219482421875
626,626,31,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.024505615234375,0.0293731689453125,0.0266876220703125
627,627,31,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.024169921875,0.028533935546875,0.027862548828125
628,628,31,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0370941162109375,0.032562255859375,0.0350799560546875
629,629,31,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0320587158203125,0.033905029296875,0.0387725830078125
630,630,31,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0344085693359375,0.0384368896484375,0.029205322265625
631,631,31,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.033233642578125,0.034912109375,0.033905029296875
632,632,31,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0518646240234375,0.0555572509765625,0.061767578125
633,633,31,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0525360107421875,0.058746337890625,0.0579071044921875
