scenario,seed,npu,position_1based,request_id,profile,total_input_K,NQL,category
full,7,29,21,29000020,P09,80,256,SS
full,7,29,22,29000021,P13,128,256,LS
full,7,29,23,29000022,P12,80,4096,SL
full,7,29,24,29000023,P02,32,1024,SL
full,7,29,25,29000024,P02,32,1024,SL
full,7,29,26,29000025,P21,200,256,LS
full,7,29,27,29000026,P09,80,256,SS
full,7,29,28,29000027,P17,160,256,LS
full,7,29,29,29000028,P10,80,1024,SL
full,7,29,30,29000029,P14,128,1024,LL
full,7,29,31,29000030,P01,32,256,SS
full,7,29,32,29000031,P11,80,2048,SL
full,7,29,33,29000032,P18,160,1024,LL
full,7,29,34,29000033,P16,128,4096,LL
full,7,29,35,29000034,P05,64,256,SS
full,7,29,36,29000035,P06,64,1024,SL
full,7,29,37,29000036,P21,200,256,LS
full,7,29,38,29000037,P06,64,1024,SL
full,7,29,39,29000038,P22,200,1024,LL
full,7,29,40,29000039,P21,200,256,LS
full,7,29,41,29000040,P08,64,4096,SL
full,7,29,42,29000041,P07,64,2048,SL
full,7,30,1,30000000,P22,200,1024,LL
full,7,30,2,30000001,P14,128,1024,LL
full,7,30,3,30000002,P05,64,256,SS
full,7,30,4,30000003,P13,128,256,LS
full,7,30,5,30000004,P01,32,256,SS
full,7,30,6,30000005,P16,128,4096,LL
full,7,30,7,30000006,P21,200,256,LS
full,7,30,8,30000007,P06,64,1024,SL
full,7,30,9,30000008,P02,32,1024,SL
full,7,30,10,30000009,P04,32,4096,SL
full,7,30,11,30000010,P17,160,256,LS
full,7,30,12,30000011,P09,80,256,SS
full,7,30,13,30000012,P18,160,1024,LL
full,7,30,14,30000013,P02,32,1024,SL
full,7,30,15,30000014,P13,128,256,LS
full,7,30,16,30000015,P06,64,1024,SL
full,7,30,17,30000016,P21,200,256,LS
full,7,30,18,30000017,P20,160,4096,LL
full,7,30,19,30000018,P03,32,2048,SL
full,7,30,20,30000019,P09,80,256,SS
full,7,30,21,30000020,P12,80,4096,SL
full,7,30,22,30000021,P08,64,4096,SL
full,7,30,23,30000022,P17,160,256,LS
full,7,30,24,30000023,P17,160,256,LS
full,7,30,25,30000024,P07,64,2048,SL
full,7,30,26,30000025,P09,80,256,SS
full,7,30,27,30000026,P13,128,256,LS
full,7,30,28,30000027,P14,128,1024,LL
full,7,30,29,30000028,P10,80,1024,SL
full,7,30,30,30000029,P01,32,256,SS
full,7,30,31,30000030,P10,80,1024,SL
full,7,30,32,30000031,P15,128,2048,LL
full,7,30,33,30000032,P05,64,256,SS
full,7,30,34,30000033,P19,160,2048,LL
full,7,30,35,30000034,P23,200,2048,LL
full,7,30,36,30000035,P21,200,256,LS
full,7,30,37,30000036,P05,64,256,SS
full,7,30,38,30000037,P11,80,2048,SL
full,7,30,39,30000038,P18,160,1024,LL
full,7,30,40,30000039,P24,200,4096,LL
full,7,30,41,30000040,P22,200,1024,LL
full,7,30,42,30000041,P01,32,256,SS
full,7,31,1,31000000,P14,128,1024,LL
full,7,31,2,31000001,P01,32,256,SS
full,7,31,3,31000002,P15,128,2048,LL
full,7,31,4,31000003,P01,32,256,SS
full,7,31,5,31000004,P20,160,4096,LL
full,7,31,6,31000005,P24,200,4096,LL
full,7,31,7,31000006,P10,80,1024,SL
full,7,31,8,31000007,P09,80,256,SS
full,7,31,9,31000008,P21,200,256,LS
full,7,31,10,31000009,P22,200,1024,LL
full,7,31,11,31000010,P22,200,1024,LL
full,7,31,12,31000011,P02,32,1024,SL
full,7,31,13,31000012,P06,64,1024,SL
full,7,31,14,31000013,P03,32,2048,SL
full,7,31,15,31000014,P02,32,1024,SL
full,7,31,16,31000015,P09,80,256,SS
full,7,31,17,31000016,P04,32,4096,SL
full,7,31,18,31000017,P08,64,4096,SL
full,7,31,19,31000018,P14,128,1024,LL
full,7,31,20,31000019,P21,200,256,LS
full,7,31,21,31000020,P09,80,256,SS
full,7,31,22,31000021,P05,64,256,SS
full,7,31,23,31000022,P05,64,256,SS
full,7,31,24,31000023,P13,128,256,LS
full,7,31,25,31000024,P12,80,4096,SL
full,7,31,26,31000025,P18,160,1024,LL
full,7,31,27,31000026,P23,200,2048,LL
full,7,31,28,31000027,P06,64,1024,SL
full,7,31,29,31000028,P19,160,2048,LL
full,7,31,30,31000029,P13,128,256,LS
full,7,31,31,31000030,P21,200,256,LS
full,7,31,32,31000031,P01,32,256,SS
full,7,31,33,31000032,P10,80,1024,SL
full,7,31,34,31000033,P17,160,256,LS
full,7,31,35,31000034,P17,160,256,LS
full,7,31,36,31000035,P16,128,4096,LL
full,7,31,37,31000036,P11,80,2048,SL
full,7,31,38,31000037,P17,160,256,LS
full,7,31,39,31000038,P05,64,256,SS
full,7,31,40,31000039,P13,128,256,LS
full,7,31,41,31000040,P07,64,2048,SL
full,7,31,42,31000041,P18,160,1024,LL
